                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.60766,                0.00734,                 0.0514,                0.31371,                0.96897,                0.99514,                0.99965,                 0.9949,                 0.8378,                0.99514,                0.99965,                 0.9949,                 0.9949,                0.69227,                0.00647,                  5e-05,                0.26775,                0.92304,               0.003532,               0.003532,               0.003532
                    100,                0.60659,                0.00702,                0.05396,                0.31582,                0.96982,                0.99476,                0.99512,                0.99476,                0.85591,                0.99476,                0.99512,                0.99476,                0.99476,                0.59721,                 0.0067,                0.00012,                0.25978,                0.88372,               0.003466,               0.003466,               0.003466
                    101,                0.61907,                0.00673,                0.05244,                 0.3214,                0.98926,                0.99514,                0.99972,                0.99495,                0.85602,                0.99514,                0.99972,                0.99495,                0.99495,                0.62787,                0.00702,                  3e-05,                0.25093,                0.89232,                 0.0034,                 0.0034,                 0.0034
                    102,                0.58873,                 0.0069,                0.03716,                0.30667,                0.95438,                0.99514,                0.99971,                 0.9949,                0.83193,                0.99514,                0.99971,                 0.9949,                 0.9949,                0.68906,                 0.0077,                  3e-05,                0.27079,                0.91727,               0.003334,               0.003334,               0.003334
                    103,                0.58715,                0.00598,                0.03836,                0.30377,                0.95142,                0.99477,                0.99512,                0.99495,                0.86064,                0.99477,                0.99512,                0.99495,                0.99495,                0.61452,                0.00633,                  3e-05,                0.25195,                0.89392,               0.003268,               0.003268,               0.003268
                    104,                0.59739,                0.00634,                0.03529,                0.31098,                0.96353,                0.99514,                 0.9996,                0.99495,                0.84012,                0.99514,                 0.9996,                0.99495,                0.99495,                0.65668,                  0.009,                  1e-05,                0.27131,                0.90792,               0.003202,               0.003202,               0.003202
                    105,                0.58048,                0.00668,                0.04074,                0.30003,                0.95576,                0.99476,                0.99512,                  0.995,                0.83506,                0.99476,                0.99512,                  0.995,                  0.995,                0.65469,                0.00675,                  3e-05,                0.26668,                0.90339,               0.003136,               0.003136,               0.003136
                    106,                0.59443,                0.00617,                0.05103,                0.30515,                0.96281,                0.99514,                0.99968,                0.99495,                0.86274,                0.99514,                0.99968,                0.99495,                0.99495,                0.57665,                0.00683,                  5e-05,                0.24709,                0.87689,                0.00307,                0.00307,                0.00307
                    107,                0.59095,                0.00577,                0.04219,                0.29864,                0.96937,                0.99458,                0.99512,                  0.995,                 0.8571,                0.99458,                0.99512,                  0.995,                  0.995,                  0.611,                0.00714,                0.00013,                0.25325,                0.88738,               0.003004,               0.003004,               0.003004
                    108,                0.58076,                 0.0065,                0.05223,                0.29405,                0.95818,                0.99033,                 0.9995,                 0.9949,                0.84925,                0.99033,                 0.9995,                 0.9949,                 0.9949,                0.62801,                0.00697,                0.00015,                0.25852,                0.90056,               0.002938,               0.002938,               0.002938
                    109,                0.59097,                0.00603,                0.04261,                0.30427,                0.96184,                0.99515,                0.99996,                  0.995,                0.85947,                0.99515,                0.99996,                  0.995,                  0.995,                0.59937,                0.00721,                0.00025,                0.24573,                0.88825,               0.002872,               0.002872,               0.002872
                    110,                0.58229,                0.00634,                0.04155,                0.30008,                0.96215,                0.99514,                0.99967,                0.99495,                0.86514,                0.99514,                0.99967,                0.99495,                0.99495,                0.59176,                0.00741,                 0.0001,                0.25748,                0.88485,               0.002806,               0.002806,               0.002806
                    111,                0.58609,                0.00634,                0.06026,                0.29915,                0.96817,                0.99514,                 0.9996,                 0.9949,                0.86281,                0.99514,                 0.9996,                 0.9949,                 0.9949,                0.59253,                0.00839,                  9e-05,                0.24652,                0.88405,                0.00274,                0.00274,                0.00274
                    112,                0.58061,                0.00667,                0.05934,                0.30438,                0.96612,                0.99514,                0.99965,                0.99485,                0.87027,                0.99514,                0.99965,                0.99485,                0.99485,                0.55088,                0.00791,                  9e-05,                0.23565,                0.86532,               0.002674,               0.002674,               0.002674
                    113,                0.58151,                0.00642,                0.04528,                0.29364,                0.95313,                0.99514,                0.99958,                 0.9949,                0.85286,                0.99514,                0.99958,                 0.9949,                 0.9949,                0.60654,                0.00736,                0.00011,                0.24846,                0.88863,               0.002608,               0.002608,               0.002608
                    114,                0.57226,                0.00589,                0.04197,                0.29357,                0.95521,                0.99514,                0.99981,                0.99476,                0.86977,                0.99514,                0.99981,                0.99476,                0.99476,                0.59889,                0.00728,                0.00011,                0.24617,                0.88431,               0.002542,               0.002542,               0.002542
                    115,                0.57487,                0.00565,                 0.0429,                0.29217,                0.95634,                0.99475,                0.99512,                0.99495,                0.86997,                0.99475,                0.99512,                0.99495,                0.99495,                0.57533,                0.00652,                  9e-05,                0.24512,                0.87958,               0.002476,               0.002476,               0.002476
                    116,                0.57502,                0.00568,                0.04753,                0.29083,                 0.9505,                0.99475,                0.99512,                0.99495,                0.85728,                0.99475,                0.99512,                0.99495,                0.99495,                0.61245,                0.00694,                0.00015,                0.24706,                0.88652,                0.00241,                0.00241,                0.00241
                    117,                0.58323,                0.00575,                0.04102,                0.29723,                0.95857,                0.99476,                0.99512,                0.99495,                0.84676,                0.99476,                0.99512,                0.99495,                0.99495,                0.63142,                0.00843,                 0.0001,                  0.253,                 0.8903,               0.002344,               0.002344,               0.002344
                    118,                0.57503,                 0.0061,                0.04462,                0.29435,                 0.9566,                0.99464,                0.99512,                0.99495,                0.84806,                0.99464,                0.99512,                0.99495,                0.99495,                 0.6231,                0.00833,                 0.0002,                0.25139,                0.88807,               0.002278,               0.002278,               0.002278
                    119,                0.55755,                 0.0058,                0.03722,                 0.2812,                0.94479,                0.99479,                0.99512,                  0.995,                0.85569,                0.99479,                0.99512,                  0.995,                  0.995,                0.61705,                0.00661,                0.00026,                 0.2557,                0.88874,               0.002212,               0.002212,               0.002212
                    120,                0.57815,                0.00591,                0.03819,                0.29203,                0.94786,                0.99514,                0.99964,                0.99495,                0.86272,                0.99514,                0.99964,                0.99495,                0.99495,                0.58421,                0.00685,                  4e-05,                0.24112,                0.88203,               0.002146,               0.002146,               0.002146
                    121,                0.56285,                0.00582,                0.04429,                0.28389,                0.94602,                0.99514,                0.99963,                 0.9949,                0.86077,                0.99514,                0.99963,                 0.9949,                 0.9949,                0.59552,                0.00727,                  6e-05,                0.24927,                0.88045,                0.00208,                0.00208,                0.00208
                    122,                0.55887,                0.00576,                0.04521,                0.28504,                 0.9427,                0.99482,                0.99512,                 0.9948,                0.86207,                0.99482,                0.99512,                 0.9948,                 0.9948,                0.59378,                0.00756,                0.00025,                0.24388,                0.87791,               0.002014,               0.002014,               0.002014
                    123,                0.57461,                0.00555,                 0.0534,                0.28828,                0.95439,                0.99514,                0.99967,                0.99471,                0.84878,                0.99514,                0.99967,                0.99471,                0.99471,                0.62581,                0.00834,                0.00021,                 0.2457,                0.89068,               0.001948,               0.001948,               0.001948
                    124,                0.56827,                0.00571,                0.04569,                0.28427,                0.95448,                0.99482,                0.99512,                0.99495,                 0.8502,                0.99482,                0.99512,                0.99495,                0.99495,                 0.6246,                0.00745,                0.00034,                0.24157,                0.89031,               0.001882,               0.001882,               0.001882
                    125,                0.54478,                0.00481,                0.04348,                0.27011,                0.93415,                0.99514,                0.99966,                0.99495,                 0.8593,                0.99514,                0.99966,                0.99495,                0.99495,                0.59666,                0.00743,                0.00033,                0.24001,                0.87756,               0.001816,               0.001816,               0.001816
                    126,                0.54824,                 0.0054,                0.04433,                0.26975,                0.94421,                0.99483,                0.99512,                0.99495,                0.87309,                0.99483,                0.99512,                0.99495,                0.99495,                0.57294,                0.00721,                0.00046,                0.23655,                0.87442,                0.00175,                0.00175,                0.00175
                    127,                0.55391,                0.00614,                0.04979,                0.28091,                0.94545,                0.99468,                0.99512,                0.99495,                 0.8693,                0.99468,                0.99512,                0.99495,                0.99495,                0.56744,                0.00698,                0.00027,                0.23173,                0.87155,               0.001684,               0.001684,               0.001684
                    128,                0.54764,                0.00551,                0.03444,                 0.2733,                0.94175,                0.99485,                0.99512,                0.99495,                0.87603,                0.99485,                0.99512,                0.99495,                0.99495,                  0.548,                0.00658,                0.00029,                0.23307,                0.86508,               0.001618,               0.001618,               0.001618
                    129,                0.53691,                0.00522,                 0.0281,                0.27499,                0.93645,                 0.9948,                0.99512,                0.99495,                0.84827,                 0.9948,                0.99512,                0.99495,                0.99495,                0.63186,                0.00692,                0.00097,                0.24704,                0.89415,               0.001552,               0.001552,               0.001552
                    130,                 0.5521,                0.00665,                0.04604,                 0.2804,                0.94621,                0.99474,                0.99512,                0.99485,                 0.8537,                0.99474,                0.99512,                0.99485,                0.99485,                0.62178,                0.00694,                0.00033,                0.23832,                0.89121,               0.001486,               0.001486,               0.001486
                    131,                0.54222,                0.00483,                0.03183,                0.26802,                0.93534,                 0.9947,                0.99512,                  0.995,                0.86979,                 0.9947,                0.99512,                  0.995,                  0.995,                0.56274,                0.00699,                0.00016,                0.23193,                0.86937,                0.00142,                0.00142,                0.00142
                    132,                0.54124,                0.00586,                0.03934,                0.27007,                0.93896,                0.99464,                0.99512,                0.99495,                0.85575,                0.99464,                0.99512,                0.99495,                0.99495,                0.57583,                0.00718,                  4e-05,                0.23101,                0.87375,               0.001354,               0.001354,               0.001354
                    133,                0.53719,                0.00507,                0.02992,                0.26598,                0.94027,                 0.9948,                0.99512,                0.99495,                0.86088,                 0.9948,                0.99512,                0.99495,                0.99495,                0.58528,                0.00698,                  6e-05,                0.23516,                0.87642,               0.001288,               0.001288,               0.001288
                    134,                0.54355,                0.00571,                0.03047,                0.27301,                0.94325,                0.99478,                0.99512,                0.99495,                0.86811,                0.99478,                0.99512,                0.99495,                0.99495,                0.56564,                0.00746,                  7e-05,                 0.2311,                0.87224,               0.001222,               0.001222,               0.001222
                    135,                0.53359,                0.00467,                0.03717,                0.26555,                0.93984,                 0.9948,                0.99512,                0.99495,                0.86724,                 0.9948,                0.99512,                0.99495,                0.99495,                0.57426,                0.00755,                  5e-05,                0.22811,                0.87518,               0.001156,               0.001156,               0.001156
                    136,                0.54074,                0.00551,                0.04074,                0.27008,                0.93602,                0.99484,                0.99512,                0.99495,                0.87914,                0.99484,                0.99512,                0.99495,                0.99495,                  0.548,                0.00697,                  5e-05,                0.22441,                0.86433,                0.00109,                0.00109,                0.00109
                    137,                0.52659,                 0.0051,                0.03034,                0.26326,                0.92183,                0.99484,                0.99512,                 0.9949,                0.86828,                0.99484,                0.99512,                 0.9949,                 0.9949,                 0.5659,                0.00676,                  7e-05,                 0.2292,                0.87282,               0.001024,               0.001024,               0.001024
                    138,                0.53186,                0.00536,                 0.0387,                0.26082,                 0.9357,                0.99484,                0.99512,                0.99495,                 0.8715,                0.99484,                0.99512,                0.99495,                0.99495,                0.56435,                0.00694,                0.00015,                0.22796,                0.87033,               0.000958,               0.000958,               0.000958
                    139,                0.52902,                0.00495,                0.04625,                0.26075,                0.92784,                0.99482,                0.99512,                0.99485,                 0.8739,                0.99482,                0.99512,                0.99485,                0.99485,                0.56326,                  0.007,                0.00017,                0.22359,                0.87069,               0.000892,               0.000892,               0.000892
                    140,                0.51894,                0.00475,                0.02699,                0.25946,                0.93131,                0.99481,                0.99512,                0.99495,                0.87418,                0.99481,                0.99512,                0.99495,                0.99495,                0.54953,                0.00701,                  8e-05,                0.22519,                0.86821,               0.000826,               0.000826,               0.000826
                    141,                0.43765,                0.00282,                0.00012,                 0.2042,                0.88784,                 0.9948,                0.99512,                0.99495,                0.88065,                 0.9948,                0.99512,                0.99495,                0.99495,                0.53242,                0.00711,                  7e-05,                0.22276,                0.86238,                0.00076,                0.00076,                0.00076
                    142,                0.43493,                0.00266,                  1e-05,                0.20026,                0.87649,                0.99483,                0.99512,                 0.9949,                0.87921,                0.99483,                0.99512,                 0.9949,                 0.9949,                0.55079,                0.00668,                  8e-05,                0.22396,                0.86835,               0.000694,               0.000694,               0.000694
                    143,                0.43476,                0.00285,                0.00011,                 0.2006,                0.88319,                0.99485,                0.99512,                0.99495,                 0.8801,                0.99485,                0.99512,                0.99495,                0.99495,                 0.5424,                0.00725,                  8e-05,                0.22765,                0.86392,               0.000628,               0.000628,               0.000628
                    144,                0.43055,                0.00273,                 0.0001,                0.19601,                0.87097,                0.99484,                0.99512,                0.99495,                0.87782,                0.99484,                0.99512,                0.99495,                0.99495,                0.55729,                0.00696,                  7e-05,                0.22328,                0.86662,               0.000562,               0.000562,               0.000562
                    145,                0.42763,                0.00274,                 0.0006,                0.19851,                0.88444,                0.99485,                0.99512,                0.99495,                0.87675,                0.99485,                0.99512,                0.99495,                0.99495,                0.56402,                0.00699,                  9e-05,                0.22125,                0.86884,               0.000496,               0.000496,               0.000496
                    146,                0.42787,                0.00267,                  2e-05,                0.19506,                0.88091,                0.99485,                0.99512,                0.99495,                0.88375,                0.99485,                0.99512,                0.99495,                0.99495,                0.55421,                0.00728,                  8e-05,                0.22201,                0.86605,                0.00043,                0.00043,                0.00043
                    147,                0.42348,                0.00269,                0.00072,                0.19533,                0.87462,                0.99486,                0.99512,                0.99495,                0.88651,                0.99486,                0.99512,                0.99495,                0.99495,                0.54815,                0.00689,                  7e-05,                0.22181,                 0.8662,               0.000364,               0.000364,               0.000364
                    148,                0.41664,                0.00264,                  9e-05,                 0.1926,                0.87885,                0.99485,                0.99512,                0.99495,                0.88643,                0.99485,                0.99512,                0.99495,                0.99495,                0.54882,                0.00717,                  6e-05,                0.21968,                0.86613,               0.000298,               0.000298,               0.000298
                    149,                0.42302,                 0.0027,                  6e-05,                0.19259,                0.87877,                0.99485,                0.99512,                0.99495,                0.87863,                0.99485,                0.99512,                0.99495,                0.99495,                0.57552,                0.00683,                  6e-05,                0.22352,                0.87395,               0.000232,               0.000232,               0.000232
                    150,                0.41773,                0.00257,                  1e-05,                0.19113,                0.87296,                0.99486,                0.99512,                0.99495,                0.87782,                0.99486,                0.99512,                0.99495,                0.99495,                0.56006,                0.00724,                  8e-05,                0.21792,                0.86859,               0.000166,               0.000166,               0.000166
