epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,1093.83,0.48703,0.44281,0.42066,0.84538,0,0.74027,0.7808,0.8059,0.6524,0.74027,0.7808,0.8068,0.69452,0.47068,0.3938,0.5465,0.89324,0,0.000934,0.000934,0.000934
12,1190.41,0.4827,0.44156,0.40018,0.85183,0,0.57351,0.94368,0.84129,0.59061,0.57989,0.97701,0.85158,0.73674,0.48754,0.36852,0.7587,0.91083,0,0.0009274,0.0009274,0.0009274
13,1286.87,0.46327,0.42346,0.37454,0.84411,0,0.56544,0.91789,0.79249,0.57444,0.57218,0.94406,0.80285,0.68057,0.48198,0.3865,0.78847,0.90874,0,0.0009208,0.0009208,0.0009208
14,1383.31,0.45471,0.43035,0.36148,0.83633,0,0.63207,0.9114,0.9178,0.73978,0.63207,0.9114,0.92249,0.82562,0.49092,0.39179,0.64752,0.88997,0,0.0009142,0.0009142,0.0009142
15,1480.01,0.43437,0.41393,0.35087,0.8341,0,0.80345,0.85161,0.87441,0.61449,0.84201,0.82474,0.90112,0.67599,0.46305,0.34568,0.38494,0.87111,0,0.0009076,0.0009076,0.0009076
16,1576.41,0.45101,0.40097,0.3581,0.83598,0,0.93929,0.88447,0.93516,0.71028,0.93929,0.88447,0.93516,0.82277,0.45757,0.3702,0.39571,0.86209,0,0.000901,0.000901,0.000901
17,1672.91,0.42876,0.41137,0.34813,0.82494,0,0.62924,0.93218,0.90552,0.70274,0.62924,0.93218,0.90564,0.80979,0.42129,0.33304,0.58174,0.87439,0,0.0008944,0.0008944,0.0008944
18,1769.97,0.42799,0.41774,0.35247,0.83579,0,0.80321,0.8725,0.92077,0.71514,0.80321,0.8725,0.92573,0.83141,0.42879,0.36544,0.38451,0.88137,0,0.0008878,0.0008878,0.0008878
19,1873.95,0.4239,0.39838,0.3462,0.82718,0,0.66575,0.92251,0.92225,0.76678,0.66575,0.92251,0.92576,0.82507,0.44046,0.3109,0.46227,0.89477,0,0.0008812,0.0008812,0.0008812
20,1974.95,0.43168,0.43108,0.34883,0.83003,0,0.81856,0.90747,0.95899,0.78384,0.81856,0.90747,0.96237,0.85473,0.47186,0.3608,0.41793,0.86545,0,0.0008746,0.0008746,0.0008746
21,2076.22,0.42937,0.41028,0.3368,0.82679,0,0.86623,0.93615,0.98319,0.76453,0.86623,0.93615,0.98379,0.91089,0.42665,0.35192,0.41688,0.86156,0,0.000868,0.000868,0.000868
22,2176.71,0.41457,0.41347,0.33368,0.82364,0,0.97726,0.93637,0.98622,0.833,0.97726,0.93637,0.9879,0.89506,0.39496,0.36185,0.33913,0.85492,0,0.0008614,0.0008614,0.0008614
23,2272.96,0.43362,0.40846,0.34246,0.83384,0,0.8525,0.94522,0.96615,0.78709,0.8525,0.94522,0.96779,0.88425,0.40477,0.34094,0.3973,0.86062,0,0.0008548,0.0008548,0.0008548
24,2369.06,0.42199,0.42242,0.33713,0.82315,0,0.98238,0.94493,0.98854,0.75079,0.98238,0.94493,0.99285,0.86242,0.39412,0.32232,0.34407,0.86932,0,0.0008482,0.0008482,0.0008482
25,2465.03,0.39121,0.40143,0.31662,0.83193,0,0.92181,0.93229,0.97134,0.80988,0.92181,0.93229,0.97576,0.84532,0.37106,0.35145,0.3267,0.85309,0,0.0008416,0.0008416,0.0008416
26,2561.05,0.40971,0.40809,0.32625,0.82534,0,0.78387,0.94069,0.97076,0.78087,0.78387,0.94069,0.96908,0.85978,0.44409,0.32424,0.39795,0.87571,0,0.000835,0.000835,0.000835
27,2657.01,0.43609,0.40034,0.33276,0.8271,0,0.9968,0.98187,0.98975,0.85134,1,0.98497,0.99,0.91623,0.41985,0.35584,0.32084,0.85703,0,0.0008284,0.0008284,0.0008284
28,2753.2,0.43162,0.39037,0.33295,0.83094,0,0.96442,0.98137,0.98353,0.85887,0.96442,0.98137,0.98353,0.90994,0.36762,0.34737,0.30547,0.84571,0,0.0008218,0.0008218,0.0008218
29,2849.32,0.40789,0.38947,0.31622,0.82393,0,0.91305,0.90576,0.96978,0.83853,0.91305,0.90576,0.97231,0.90935,0.4076,0.32562,0.33623,0.85246,0,0.0008152,0.0008152,0.0008152
30,2945.28,0.39767,0.40206,0.31504,0.82499,0,0.98823,0.97521,0.99249,0.8767,0.99165,0.97826,0.99414,0.92162,0.35358,0.29379,0.2936,0.84693,0,0.0008086,0.0008086,0.0008086
31,3041.4,0.38479,0.39448,0.31237,0.81815,0,0.98988,0.9481,0.98609,0.88267,0.98988,0.9481,0.99081,0.90844,0.36397,0.33143,0.30754,0.84478,0,0.000802,0.000802,0.000802
32,3137.5,0.39157,0.39948,0.30449,0.82123,0,0.94868,0.91726,0.97691,0.83996,0.95208,0.92037,0.98247,0.87692,0.38387,0.35727,0.33194,0.86661,0,0.0007954,0.0007954,0.0007954
33,3233.42,0.38261,0.38759,0.29822,0.82076,0,0.9579,0.98137,0.98781,0.79602,0.96132,0.98447,0.9928,0.91942,0.38405,0.32828,0.30584,0.85547,0,0.0007888,0.0007888,0.0007888
34,3329.41,0.40384,0.40605,0.30454,0.82185,0,1,0.96923,0.99365,0.79089,1,0.96923,0.99497,0.92013,0.39685,0.31899,0.30808,0.84679,0,0.0007822,0.0007822,0.0007822
35,3425.39,0.39038,0.3836,0.29392,0.81855,0,0.98456,0.91227,0.97546,0.84099,0.98456,0.91227,0.97546,0.88988,0.38339,0.36113,0.31399,0.85023,0,0.0007756,0.0007756,0.0007756
36,3521.45,0.38101,0.3789,0.28622,0.81767,0,0.96248,0.98758,0.98756,0.85115,0.96186,0.98872,0.99262,0.9154,0.3344,0.31843,0.2831,0.84079,0,0.000769,0.000769,0.000769
37,3617.37,0.37065,0.38114,0.27836,0.8186,0,0.96758,0.9489,0.98754,0.88924,0.96647,0.94924,0.98947,0.90578,0.35841,0.3485,0.3119,0.85949,0,0.0007624,0.0007624,0.0007624
38,3713.45,0.36273,0.38064,0.27094,0.81576,0,0.96624,0.94333,0.98135,0.85953,0.96624,0.94333,0.9858,0.91111,0.3529,0.34214,0.27701,0.83785,0,0.0007558,0.0007558,0.0007558
39,3809.33,0.37581,0.38934,0.28456,0.81999,0,0.96073,0.98137,0.98659,0.85325,0.96393,0.98447,0.99288,0.91451,0.34109,0.33728,0.27164,0.84526,0,0.0007492,0.0007492,0.0007492
40,3905.35,0.38045,0.38738,0.2895,0.82894,0,0.99528,0.98612,0.98969,0.8463,0.99846,0.98923,0.99479,0.89184,0.35937,0.3429,0.2859,0.84719,0,0.0007426,0.0007426,0.0007426
41,4001.31,0.3761,0.39812,0.28629,0.81684,0,0.99365,0.9815,0.98975,0.88705,0.99683,0.98461,0.99469,0.92207,0.38926,0.3237,0.30978,0.85146,0,0.000736,0.000736,0.000736
42,4097.66,0.382,0.38708,0.29259,0.81935,0,0.98848,0.98758,0.9888,0.87775,0.99161,0.99068,0.99448,0.91264,0.37532,0.32164,0.29406,0.85278,0,0.0007294,0.0007294,0.0007294
43,4193.69,0.37389,0.38091,0.28448,0.82092,0,0.99578,0.98684,0.99319,0.87443,0.99894,0.98994,0.99497,0.9221,0.39683,0.31043,0.29607,0.84843,0,0.0007228,0.0007228,0.0007228
44,4289.78,0.35944,0.38271,0.27219,0.80889,0,0.99324,0.98143,0.99326,0.86093,0.99638,0.98454,0.99482,0.91675,0.31983,0.29972,0.26241,0.83433,0,0.0007162,0.0007162,0.0007162
45,4385.76,0.35932,0.38994,0.27504,0.81091,0,0.94812,0.98255,0.99298,0.88516,0.94812,0.98255,0.99479,0.93393,0.35907,0.30796,0.30061,0.83821,0,0.0007096,0.0007096,0.0007096
46,4481.91,0.3646,0.3985,0.2717,0.81536,0,0.98867,0.98418,0.98997,0.86465,0.98867,0.98418,0.99482,0.93885,0.38714,0.30982,0.30719,0.8366,0,0.000703,0.000703,0.000703
47,4577.97,0.39123,0.39659,0.29585,0.82275,0,0.97163,0.98448,0.98991,0.88747,0.97163,0.98448,0.99464,0.92775,0.40439,0.33044,0.30886,0.83514,0,0.0006964,0.0006964,0.0006964
48,4673.94,0.37653,0.39574,0.27673,0.81692,0,0.98237,0.98168,0.98978,0.85761,0.98463,0.98486,0.99482,0.91342,0.36666,0.33212,0.2759,0.84227,0,0.0006898,0.0006898,0.0006898
49,4769.91,0.36575,0.378,0.27192,0.81565,0,0.96309,0.98202,0.98997,0.86526,0.96309,0.98202,0.99032,0.90261,0.35262,0.34117,0.2851,0.83991,0,0.0006832,0.0006832,0.0006832
50,4865.84,0.35491,0.39711,0.2644,0.81272,0,0.89277,0.94803,0.97409,0.86024,0.88959,0.94997,0.97903,0.87763,0.3287,0.3371,0.27117,0.84569,0,0.0006766,0.0006766,0.0006766
51,4961.93,0.35179,0.38657,0.26345,0.8104,0,0.96092,0.97875,0.98806,0.85776,0.96092,0.97875,0.99288,0.89094,0.33836,0.35913,0.27621,0.83214,0,0.00067,0.00067,0.00067
52,5057.94,0.34723,0.37807,0.25259,0.80678,0,0.9953,0.98461,0.98984,0.88372,0.99778,0.98782,0.99476,0.90744,0.36004,0.34566,0.25313,0.83667,0,0.0006634,0.0006634,0.0006634
53,5154.04,0.35097,0.38934,0.25393,0.80619,0,0.99139,0.9787,0.98959,0.91814,0.99462,0.9818,0.99485,0.9248,0.31208,0.32152,0.24681,0.82327,0,0.0006568,0.0006568,0.0006568
54,5250.23,0.35017,0.37377,0.25454,0.80836,0,0.98627,0.97882,0.98917,0.89811,0.9895,0.98193,0.99454,0.92129,0.32824,0.30392,0.25596,0.83099,0,0.0006502,0.0006502,0.0006502
55,5346.12,0.35531,0.38642,0.26302,0.80914,0,0.98594,0.98436,0.98994,0.90832,0.9831,0.98766,0.99491,0.92844,0.31233,0.32557,0.24949,0.82897,0,0.0006436,0.0006436,0.0006436
56,5442.03,0.36526,0.40062,0.26637,0.81515,0,0.96197,0.9822,0.98591,0.88544,0.96197,0.9822,0.99075,0.91649,0.3622,0.30483,0.26383,0.83644,0,0.000637,0.000637,0.000637
57,5537.92,0.34608,0.35488,0.25689,0.80655,0,0.93604,0.98758,0.98593,0.89312,0.9392,0.99068,0.99102,0.92649,0.34199,0.29544,0.27726,0.83651,0,0.0006304,0.0006304,0.0006304
58,5633.88,0.35271,0.37516,0.26054,0.80798,0,0.9968,0.97687,0.98978,0.92753,1,0.97997,0.99462,0.92709,0.31344,0.2964,0.25941,0.82916,0,0.0006238,0.0006238,0.0006238
59,5729.86,0.34713,0.37658,0.26263,0.81087,0,0.96502,0.93977,0.98989,0.9225,1,0.96992,0.99446,0.91674,0.35237,0.31406,0.26237,0.82788,0,0.0006172,0.0006172,0.0006172
60,5825.64,0.36948,0.37389,0.26324,0.81588,0,0.9571,0.98137,0.99153,0.9262,1,0.97474,0.9947,0.92288,0.30823,0.29894,0.25273,0.82999,0,0.0006106,0.0006106,0.0006106
61,5921.42,0.35016,0.38434,0.26666,0.81308,0,0.99368,0.98056,0.98914,0.90575,0.99684,0.98366,0.99482,0.93468,0.33679,0.31597,0.25438,0.83057,0,0.000604,0.000604,0.000604
62,6017.32,0.34548,0.37836,0.26399,0.8175,0,0.9634,0.98758,0.98559,0.89487,0.96655,0.99068,0.99088,0.91723,0.32993,0.31185,0.24272,0.83465,0,0.0005974,0.0005974,0.0005974
63,6113.21,0.36288,0.37406,0.26432,0.81873,0,0.934,0.94532,0.98151,0.86089,0.93722,0.94842,0.98729,0.9214,0.33424,0.31674,0.24328,0.84264,0,0.0005908,0.0005908,0.0005908
64,6209.12,0.34865,0.37539,0.25038,0.81429,0,0.96509,0.97593,0.98347,0.91339,0.96828,0.97904,0.98817,0.92062,0.34483,0.3179,0.2509,0.83403,0,0.0005842,0.0005842,0.0005842
65,6305.06,0.34386,0.36941,0.24508,0.81019,0,0.99643,0.98487,0.99354,0.89639,0.9989,0.99006,0.99462,0.92353,0.33568,0.32191,0.24747,0.83396,0,0.0005776,0.0005776,0.0005776
66,6400.91,0.3345,0.37888,0.24706,0.81131,0,0.99681,0.98729,0.98962,0.90694,0.99681,0.98729,0.99459,0.92753,0.33745,0.31388,0.26132,0.82832,0,0.000571,0.000571,0.000571
67,6496.82,0.34184,0.37961,0.2484,0.81029,0,0.96658,0.98262,0.98345,0.90422,0.96658,0.98262,0.98845,0.92401,0.33448,0.30557,0.24906,0.82714,0,0.0005644,0.0005644,0.0005644
68,6592.73,0.32618,0.3767,0.24057,0.80721,0,0.99682,0.98082,0.98937,0.9085,1,0.98393,0.99,0.93116,0.31655,0.32174,0.2343,0.82938,0,0.0005578,0.0005578,0.0005578
69,6688.67,0.3301,0.36718,0.24116,0.80564,0,0.97619,0.9763,0.98981,0.89989,0.97445,0.97841,0.99404,0.93338,0.31733,0.29952,0.23921,0.83232,0,0.0005512,0.0005512,0.0005512
70,6784.62,0.33538,0.38855,0.25144,0.80473,0,0.99098,0.98477,0.98997,0.87929,0.99098,0.98477,0.99401,0.92226,0.31567,0.31091,0.25073,0.83429,0,0.0005446,0.0005446,0.0005446
71,6880.5,0.3459,0.3912,0.24836,0.80714,0,0.99625,0.98423,0.98997,0.91275,0.99625,0.98423,0.99462,0.91148,0.3517,0.31569,0.25416,0.83257,0,0.000538,0.000538,0.000538
72,6976.34,0.3306,0.36649,0.23837,0.80625,0,0.99653,0.98758,0.9897,0.89952,0.99653,0.98758,0.98976,0.91441,0.3009,0.32332,0.23445,0.82608,0,0.0005314,0.0005314,0.0005314
73,7072.3,0.33634,0.37465,0.24312,0.80872,0,0.98438,0.97849,0.99,0.90459,0.98438,0.97849,0.99485,0.91965,0.30579,0.32212,0.23686,0.83136,0,0.0005248,0.0005248,0.0005248
74,7168.21,0.33678,0.37202,0.2426,0.80466,0,0.97353,0.97331,0.98959,0.92346,0.97679,0.97642,0.99491,0.9235,0.3093,0.29592,0.24505,0.83131,0,0.0005182,0.0005182,0.0005182
75,7264.07,0.34107,0.3772,0.2406,0.81065,0,0.99403,0.98942,0.98994,0.91315,0.99718,0.99253,0.99494,0.92518,0.29089,0.29701,0.22363,0.82404,0,0.0005116,0.0005116,0.0005116
76,7359.95,0.32689,0.35986,0.2317,0.80599,0,0.99679,0.98958,0.98981,0.89869,0.99994,0.99268,0.99497,0.93126,0.29054,0.3054,0.21429,0.82597,0,0.000505,0.000505,0.000505
77,7455.79,0.3195,0.35982,0.22655,0.80711,0,0.99612,0.98755,0.98991,0.91376,0.99731,0.99133,0.995,0.92943,0.28414,0.31184,0.22116,0.82549,0,0.0004984,0.0004984,0.0004984
78,7551.7,0.32311,0.3521,0.2338,0.80036,0,0.96851,0.98137,0.98994,0.89457,0.96341,0.9909,0.99491,0.93216,0.31489,0.30058,0.23879,0.82428,0,0.0004918,0.0004918,0.0004918
79,7647.45,0.33247,0.37524,0.23748,0.80417,0,1,0.98136,0.99,0.90257,1,0.98136,0.99485,0.9306,0.31004,0.30379,0.23656,0.82907,0,0.0004852,0.0004852,0.0004852
80,7743.34,0.34957,0.36448,0.24713,0.81102,0,0.98801,0.98192,0.98937,0.8995,0.99121,0.98502,0.99494,0.92502,0.31396,0.3215,0.23438,0.83333,0,0.0004786,0.0004786,0.0004786
81,7839.14,0.33855,0.36794,0.24122,0.8096,0,0.99215,0.98594,0.98934,0.91191,0.99533,0.98904,0.99497,0.9341,0.31716,0.30176,0.2303,0.8284,0,0.000472,0.000472,0.000472
82,7935.01,0.35624,0.37435,0.25385,0.80881,0,0.99339,0.98758,0.98946,0.91284,0.99655,0.99068,0.99482,0.93087,0.31378,0.31913,0.23462,0.82065,0,0.0004654,0.0004654,0.0004654
83,8030.91,0.32688,0.36554,0.23616,0.8046,0,0.99718,0.98386,0.98988,0.91336,0.99565,0.98768,0.99485,0.92711,0.29058,0.3098,0.22363,0.81844,0,0.0004588,0.0004588,0.0004588
84,8126.73,0.32459,0.36332,0.23155,0.80559,0,0.99356,0.9842,0.98985,0.90073,0.99318,0.98451,0.99491,0.91993,0.28889,0.3233,0.22137,0.81743,0,0.0004522,0.0004522,0.0004522
85,8222.54,0.31894,0.36435,0.23129,0.80451,0,0.98831,0.98469,0.98994,0.91112,0.98808,0.98527,0.99494,0.93067,0.27664,0.31419,0.21457,0.81782,0,0.0004456,0.0004456,0.0004456
86,8318.32,0.32124,0.36615,0.2324,0.80263,0,0.97709,0.98774,0.98925,0.93064,0.98025,0.99085,0.99485,0.91657,0.27205,0.31213,0.21462,0.82064,0,0.000439,0.000439,0.000439
87,8414.17,0.32235,0.36095,0.2313,0.81022,0,0.9911,0.9828,0.98978,0.94435,0.9943,0.98591,0.995,0.92259,0.29784,0.31986,0.21367,0.82012,0,0.0004324,0.0004324,0.0004324
88,8510.27,0.32359,0.36433,0.23534,0.80409,0,0.99315,0.98758,0.98994,0.93988,0.99315,0.98758,0.99488,0.92742,0.30878,0.29418,0.22516,0.8221,0,0.0004258,0.0004258,0.0004258
89,8606.3,0.32516,0.367,0.2317,0.80467,0,0.99594,0.98758,0.98994,0.92134,0.99458,0.98884,0.995,0.92826,0.28414,0.31335,0.20942,0.8266,0,0.0004192,0.0004192,0.0004192
90,8702.16,0.31061,0.36033,0.22316,0.80592,0,0.99324,0.98758,0.98981,0.92858,0.9964,0.99068,0.99494,0.93254,0.2819,0.31006,0.22157,0.81837,0,0.0004126,0.0004126,0.0004126
91,8798.15,0.32394,0.35991,0.22634,0.80589,0,0.99466,0.98684,0.98956,0.94712,0.99783,0.98995,0.99491,0.9272,0.27334,0.29293,0.21847,0.81915,0,0.000406,0.000406,0.000406
92,8894.14,0.32467,0.36968,0.22853,0.80266,0,0.99306,0.98769,0.98962,0.94019,0.99628,0.99079,0.995,0.93262,0.30858,0.29117,0.21903,0.82385,0,0.0003994,0.0003994,0.0003994
93,8989.98,0.32191,0.35815,0.22097,0.80381,0,0.99437,0.98767,0.98994,0.94114,0.99683,0.99091,0.99497,0.93243,0.29241,0.28443,0.21326,0.82199,0,0.0003928,0.0003928,0.0003928
94,9085.91,0.31134,0.36302,0.22299,0.80421,0,0.99702,0.98758,0.98997,0.92461,0.99681,0.98799,0.99497,0.92767,0.27622,0.32062,0.205,0.81866,0,0.0003862,0.0003862,0.0003862
95,9181.85,0.31433,0.36588,0.2262,0.79993,0,0.99477,0.98758,0.98994,0.92012,0.99575,0.98865,0.99494,0.91901,0.27718,0.31788,0.22402,0.82024,0,0.0003796,0.0003796,0.0003796
96,9277.74,0.31285,0.36123,0.22265,0.8,0,0.98272,0.98758,0.98972,0.94247,0.98589,0.99068,0.99497,0.92112,0.30317,0.2982,0.23269,0.82512,0,0.000373,0.000373,0.000373
97,9373.62,0.31533,0.35484,0.22099,0.80379,0,0.99384,0.98779,0.98997,0.93112,0.99624,0.99114,0.99494,0.92326,0.27363,0.3014,0.21062,0.82501,0,0.0003664,0.0003664,0.0003664
98,9469.52,0.30555,0.35172,0.21072,0.80222,0,0.99227,0.98909,0.98906,0.94591,0.99543,0.99219,0.99494,0.91997,0.29284,0.31366,0.20582,0.82211,0,0.0003598,0.0003598,0.0003598
99,9565.28,0.31398,0.36474,0.21469,0.80156,0,0.98915,0.98942,0.98881,0.91274,0.99235,0.99244,0.99497,0.92211,0.29623,0.32769,0.22127,0.82054,0,0.0003532,0.0003532,0.0003532
100,9661.16,0.31972,0.36835,0.22676,0.80267,0,0.97463,0.98231,0.98934,0.93837,0.97801,0.98539,0.995,0.92714,0.2936,0.32348,0.2332,0.82053,0,0.0003466,0.0003466,0.0003466
101,9757.06,0.30721,0.36732,0.21407,0.80423,0,0.99189,0.98762,0.98981,0.93057,0.99509,0.99071,0.99494,0.93542,0.26508,0.28658,0.20008,0.81739,0,0.00034,0.00034,0.00034
102,9852.98,0.31638,0.36131,0.21858,0.80288,0,0.99425,0.98566,0.98997,0.90522,0.99211,0.98884,0.995,0.92658,0.28901,0.2982,0.21004,0.82856,0,0.0003334,0.0003334,0.0003334
103,9948.9,0.31735,0.36936,0.21645,0.80634,0,0.99337,0.98447,0.98997,0.90438,0.99043,0.9907,0.99497,0.92849,0.28526,0.31642,0.21392,0.82394,0,0.0003268,0.0003268,0.0003268
104,10044.8,0.30206,0.34956,0.2094,0.79653,0,0.99284,0.98524,0.98988,0.90164,0.9953,0.98889,0.99494,0.93027,0.26845,0.30266,0.19848,0.82195,0,0.0003202,0.0003202,0.0003202
105,10140.7,0.29891,0.35574,0.20529,0.80356,0,0.99718,0.98447,0.98988,0.9415,0.99481,0.99068,0.99494,0.92954,0.26697,0.30637,0.18721,0.81543,0,0.0003136,0.0003136,0.0003136
106,10236.6,0.31704,0.36302,0.21505,0.80248,0,0.99064,0.98764,0.98991,0.94255,0.99381,0.99075,0.99497,0.92992,0.28638,0.31525,0.21085,0.82157,0,0.000307,0.000307,0.000307
107,10332.5,0.30114,0.3415,0.20656,0.80084,0,0.99275,0.98776,0.98975,0.94438,0.99592,0.99087,0.99497,0.92677,0.27822,0.29943,0.19862,0.82074,0,0.0003004,0.0003004,0.0003004
108,10428.5,0.31302,0.3741,0.2125,0.7997,0,0.99147,0.98892,0.98925,0.9489,0.99462,0.99203,0.995,0.92966,0.26602,0.31828,0.18791,0.81951,0,0.0002938,0.0002938,0.0002938
109,10524.5,0.30659,0.35525,0.20729,0.80396,0,0.99474,0.98891,0.98888,0.9519,0.9979,0.99201,0.995,0.93482,0.28802,0.28588,0.19365,0.81597,0,0.0002872,0.0002872,0.0002872
110,10620.5,0.31355,0.36874,0.21005,0.80036,0,0.99518,0.98816,0.98997,0.95451,0.99802,0.9914,0.995,0.92444,0.2608,0.31315,0.18749,0.81376,0,0.0002806,0.0002806,0.0002806
111,10716.3,0.31031,0.35966,0.21298,0.79815,0,0.99602,0.98758,0.98994,0.96081,0.99626,0.9891,0.99497,0.93075,0.24494,0.30557,0.18618,0.81086,0,0.000274,0.000274,0.000274
112,10812.5,0.31577,0.35895,0.21237,0.80181,0,0.99428,0.98758,0.98987,0.93831,0.99745,0.99068,0.99497,0.92394,0.27442,0.3044,0.20005,0.81727,0,0.0002674,0.0002674,0.0002674
113,10908.3,0.30036,0.33918,0.20892,0.79617,0,0.99456,0.98758,0.98918,0.94346,0.99772,0.99068,0.99494,0.92731,0.27136,0.30386,0.19537,0.81849,0,0.0002608,0.0002608,0.0002608
114,11004.3,0.30977,0.36589,0.21204,0.79934,0,0.99749,0.98687,0.98991,0.94255,0.99737,0.98694,0.99457,0.92276,0.27991,0.30082,0.19643,0.81198,0,0.0002542,0.0002542,0.0002542
115,11100.1,0.30291,0.36458,0.20389,0.80169,0,0.9976,0.986,0.98994,0.94363,0.9976,0.986,0.99479,0.92479,0.24889,0.31443,0.1957,0.81481,0,0.0002476,0.0002476,0.0002476
116,11196,0.30756,0.34967,0.20774,0.80094,0,0.99674,0.98603,0.98985,0.92941,0.99609,0.98768,0.99491,0.92212,0.26698,0.29871,0.20076,0.81697,0,0.000241,0.000241,0.000241
117,11292,0.30117,0.35024,0.20212,0.79565,0,0.99264,0.98595,0.98927,0.91043,0.99586,0.98897,0.99494,0.91846,0.29209,0.31466,0.20665,0.82131,0,0.0002344,0.0002344,0.0002344
118,11387.9,0.3064,0.36075,0.20089,0.8001,0,0.99139,0.98762,0.98887,0.93556,0.99455,0.99072,0.99497,0.92758,0.29361,0.31039,0.19842,0.82211,0,0.0002278,0.0002278,0.0002278
119,11483.8,0.29563,0.35153,0.19851,0.80167,0,0.99161,0.98673,0.98887,0.93078,0.99478,0.98984,0.99491,0.93292,0.28539,0.30605,0.19688,0.81666,0,0.0002212,0.0002212,0.0002212
120,11579.7,0.29456,0.34804,0.19977,0.79365,0,0.99025,0.98333,0.98884,0.91033,0.99348,0.98639,0.995,0.9305,0.27022,0.28466,0.20112,0.81575,0,0.0002146,0.0002146,0.0002146
121,11675.6,0.29928,0.35563,0.20325,0.79708,0,0.99317,0.98771,0.98962,0.89539,0.99633,0.99081,0.99497,0.91651,0.28033,0.32727,0.20672,0.81872,0,0.000208,0.000208,0.000208
122,11771.4,0.28923,0.34521,0.19818,0.79986,0,0.99422,0.9884,0.9895,0.92074,0.99743,0.99149,0.99497,0.9254,0.27672,0.29183,0.19859,0.81827,0,0.0002014,0.0002014,0.0002014
123,11867.2,0.28626,0.34617,0.19495,0.7982,0,0.984,0.98493,0.98912,0.93743,0.98718,0.98804,0.99497,0.92488,0.26096,0.31431,0.19526,0.81654,0,0.0001948,0.0001948,0.0001948
124,11963.2,0.30489,0.3606,0.2035,0.79889,0,0.99072,0.98767,0.98937,0.94671,0.99388,0.99078,0.99497,0.9263,0.28361,0.29903,0.19905,0.81249,0,0.0001882,0.0001882,0.0001882
125,12059.1,0.29009,0.34633,0.19481,0.79845,0,0.99368,0.98802,0.98972,0.9625,0.99684,0.99112,0.99494,0.92882,0.26122,0.30596,0.1884,0.81001,0,0.0001816,0.0001816,0.0001816
126,12154.9,0.28533,0.34451,0.19262,0.79837,0,0.98891,0.98831,0.98934,0.95931,0.99207,0.99142,0.99485,0.92791,0.25179,0.30547,0.1827,0.80939,0,0.000175,0.000175,0.000175
