epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
124,9393.3,0.29033,0.36367,0.19805,0.80289,0,0.99702,0.99809,0.995,0.93993,0.99702,0.99809,0.995,0.92393,0.2963,0.33786,0.20023,0.82749,0,0.0001882,0.0001882,0.0001882
125,9467.42,0.30139,0.363,0.20252,0.80668,0,0.99689,0.99673,0.995,0.91194,0.99689,0.99673,0.995,0.92938,0.3234,0.32563,0.2116,0.83403,0,0.0001816,0.0001816,0.0001816
126,9541.53,0.30792,0.38362,0.20422,0.80101,0,0.99695,0.9962,0.995,0.93169,0.99695,0.9962,0.995,0.92209,0.29519,0.32907,0.20787,0.83027,0,0.000175,0.000175,0.000175
127,9615.48,0.29854,0.39499,0.20634,0.80539,0,0.99721,0.9964,0.995,0.92815,0.99721,0.9964,0.995,0.92672,0.32153,0.32193,0.20653,0.83365,0,0.0001684,0.0001684,0.0001684
128,9689.62,0.30372,0.37404,0.20624,0.8033,0,0.99617,0.99693,0.995,0.92956,0.99617,0.99693,0.995,0.93268,0.29054,0.31294,0.20541,0.82922,0,0.0001618,0.0001618,0.0001618
129,9763.69,0.30094,0.37152,0.19745,0.80228,0,0.99691,0.99637,0.995,0.91463,0.99691,0.99637,0.995,0.92676,0.29658,0.31466,0.22385,0.83001,0,0.0001552,0.0001552,0.0001552
130,9837.68,0.2994,0.37829,0.19948,0.79482,0,0.99661,0.99662,0.995,0.93044,0.99661,0.99662,0.995,0.92343,0.30007,0.33063,0.21661,0.83129,0,0.0001486,0.0001486,0.0001486
131,9911.73,0.29607,0.36832,0.19802,0.80462,0,0.99705,0.99658,0.995,0.94558,0.99705,0.99658,0.995,0.92517,0.31072,0.33328,0.21594,0.827,0,0.000142,0.000142,0.000142
132,9985.87,0.30398,0.37204,0.20444,0.80362,0,0.99705,0.9958,0.995,0.95084,0.99705,0.9958,0.995,0.92341,0.31165,0.32988,0.21012,0.82939,0,0.0001354,0.0001354,0.0001354
133,10059.9,0.29754,0.3658,0.19891,0.7989,0,0.99637,0.9958,0.995,0.94593,0.99637,0.9958,0.995,0.93093,0.28352,0.31373,0.20108,0.82625,0,0.0001288,0.0001288,0.0001288
134,10134,0.30471,0.37531,0.20695,0.80918,0,0.99658,0.9958,0.995,0.93463,0.99658,0.9958,0.995,0.92076,0.30708,0.33568,0.21221,0.83057,0,0.0001222,0.0001222,0.0001222
135,10208.2,0.2969,0.36415,0.19951,0.80291,0,0.99692,0.99664,0.995,0.90515,0.99692,0.99664,0.995,0.92824,0.31122,0.31601,0.23338,0.83227,0,0.0001156,0.0001156,0.0001156
136,10282.2,0.29389,0.38715,0.19844,0.80245,0,0.9969,0.99686,0.995,0.921,0.9969,0.99686,0.995,0.92552,0.29576,0.31903,0.21143,0.82743,0,0.000109,0.000109,0.000109
137,10356.3,0.28711,0.36115,0.19194,0.80193,0,0.99677,0.99734,0.995,0.92924,0.99677,0.99734,0.995,0.9357,0.31115,0.32191,0.2062,0.82736,0,0.0001024,0.0001024,0.0001024
138,10430.3,0.29717,0.38211,0.19647,0.80627,0,0.99663,0.99792,0.995,0.93216,0.99663,0.99792,0.995,0.93425,0.29241,0.31795,0.19525,0.82885,0,9.58e-05,9.58e-05,9.58e-05
139,10504.3,0.29142,0.36901,0.18943,0.79247,0,0.99639,0.9958,0.995,0.94542,0.99639,0.9958,0.995,0.92588,0.30768,0.32212,0.19016,0.82612,0,8.92e-05,8.92e-05,8.92e-05
140,10580.5,0.29592,0.35423,0.19406,0.80528,0,0.99541,0.9958,0.995,0.94027,0.99541,0.9958,0.995,0.93258,0.28154,0.31512,0.19342,0.82622,0,8.26e-05,8.26e-05,8.26e-05
141,10655.3,0.2624,0.34678,0.17488,0.78998,0,0.99537,0.9958,0.995,0.92724,0.99537,0.9958,0.995,0.92394,0.30468,0.31201,0.19785,0.83019,0,7.6e-05,7.6e-05,7.6e-05
142,10729,0.25777,0.35789,0.17344,0.7907,0,0.9977,0.99688,0.995,0.94402,0.9977,0.99688,0.995,0.93436,0.28469,0.30935,0.19626,0.82719,0,6.94e-05,6.94e-05,6.94e-05
143,10802.5,0.25499,0.33577,0.16867,0.79567,0,0.99775,0.9971,0.995,0.94644,0.99775,0.9971,0.995,0.93055,0.27924,0.32228,0.18795,0.8243,0,6.28e-05,6.28e-05,6.28e-05
144,10876.1,0.25152,0.33727,0.16693,0.79007,0,0.99771,0.99729,0.995,0.92976,0.99771,0.99729,0.995,0.92933,0.29307,0.32939,0.1928,0.82335,0,5.62e-05,5.62e-05,5.62e-05
145,10949.8,0.25872,0.34301,0.1677,0.79236,0,0.99777,0.9975,0.995,0.92803,0.99777,0.9975,0.995,0.925,0.28813,0.31988,0.19427,0.82507,0,4.96e-05,4.96e-05,4.96e-05
146,11023.3,0.25356,0.34934,0.16564,0.79132,0,0.99781,0.99752,0.995,0.93439,0.99781,0.99752,0.995,0.93229,0.28164,0.31799,0.19019,0.82404,0,4.3e-05,4.3e-05,4.3e-05
147,11097,0.24856,0.35198,0.16304,0.79321,0,0.99785,0.99727,0.995,0.94783,0.99785,0.99727,0.995,0.93326,0.26783,0.31802,0.18326,0.82287,0,3.64e-05,3.64e-05,3.64e-05
148,11170.5,0.25167,0.34347,0.16545,0.79336,0,0.99782,0.99712,0.995,0.94302,0.99782,0.99712,0.995,0.93002,0.28142,0.3189,0.18362,0.82434,0,2.98e-05,2.98e-05,2.98e-05
149,11244.1,0.25057,0.34613,0.1627,0.78922,0,0.99783,0.9971,0.995,0.93906,0.99783,0.9971,0.995,0.93226,0.28163,0.31831,0.18678,0.82367,0,2.32e-05,2.32e-05,2.32e-05
150,11317.6,0.25262,0.35421,0.16094,0.78915,0,0.99785,0.99709,0.995,0.94748,0.99785,0.99709,0.995,0.93238,0.27256,0.31289,0.1798,0.82345,0,1.66e-05,1.66e-05,1.66e-05
